product_id,product_category,base_price,competitor_price,demand_level,inventory_level,customer_traffic,time_of_day,day_of_week,season,is_peak,discount_pct,units_sold,revenue,optimal_price
PROD-00984,Sports,115.64,106.42,68.0,332.0,4999.0,Night,Sunday,Summer,1,6.86,38,7802.54,205.33
PROD-00985,Sports,257.0,247.14,89.0,166.0,1373.0,Night,Tuesday,Summer,1,6.26,69,32069.13,464.77
PROD-00986,Sports,372.5,324.65,27.0,424.0,3823.0,Afternoon,Sunday,Winter,1,10.52,21,11187.33,532.73
PROD-00987,Sports,121.71,111.49,84.0,290.0,493.0,Morning,Wednesday,Autumn,0,3.79,56,10001.04,178.59
PROD-00988,Fashion,179.37,177.58,35.0,81.0,585.0,Night,Friday,Summer,1,6.6,23,6390.55,277.85
PROD-00989,Fashion,247.08,283.44,48.0,163.0,131.0,Night,Friday,Winter,1,32.83,37,15709.46,424.58
PROD-00990,Books,13.28,15.26,86.0,424.0,4499.0,Evening,Monday,Winter,1,23.34,57,1428.42,25.06
PROD-00991,Home & Kitchen,71.55,81.84,38.0,45.0,3374.0,Evening,Tuesday,Winter,1,32.24,22,3239.72,147.26
PROD-00992,Sports,277.82,271.41,28.0,7.0,3731.0,Evening,Tuesday,Winter,1,8.99,16,8574.4,535.9
PROD-00993,Fashion,98.14,85.79,91.0,328.0,4640.0,Morning,Saturday,Summer,1,30.0,67,12299.86,183.58
PROD-00994,Home & Kitchen,63.48,60.12,96.0,221.0,1694.0,Morning,Monday,Summer,1,12.68,69,8101.98,117.42
PROD-00995,Sports,203.24,187.25,34.0,127.0,3626.0,Morning,Friday,Spring,0,5.05,27,8709.93,322.59
PROD-00996,Sports,307.66,262.82,34.0,236.0,2536.0,Night,Monday,Autumn,0,28.16,26,11134.24,428.24
PROD-00997,Sports,131.92,115.9,26.0,92.0,2736.0,Morning,Saturday,Winter,1,2.09,22,4721.2,214.6
PROD-00998,Home & Kitchen,187.47,184.84,7.0,187.0,3325.0,Evening,Sunday,Autumn,1,14.17,6,1705.44,284.24
PROD-00999,Beauty,128.4,122.22,57.0,117.0,2376.0,Afternoon,Wednesday,Autumn,0,28.68,39,8337.03,213.77
PROD-01000,Sports,220.03,198.93,29.0,293.0,169.0,Morning,Tuesday,Winter,1,21.6,27,8236.62,305.06
PROD-01001,Books,51.35,54.68,85.0,337.0,421.0,Night,Thursday,Spring,0,18.13,76,5536.6,72.85
PROD-01002,Books,29.55,28.28,21.0,457.0,2532.0,Morning,Friday,Summer,1,12.38,19,734.54,38.66
PROD-01003,Sports,382.37,422.73,65.0,34.0,2871.0,Night,Saturday,Autumn,1,2.63,40,32568.4,814.21
PROD-01004,Beauty,101.11,93.25,53.0,164.0,3675.0,Night,Friday,Spring,0,34.68,36,6142.68,170.63
PROD-01005,Electronics,315.9,319.54,63.0,132.0,2882.0,Night,Friday,Winter,1,6.12,41,24056.75,586.75
PROD-01006,Beauty,133.91,121.22,15.0,290.0,981.0,Morning,Friday,Spring,0,8.94,11,1719.96,156.36
PROD-01007,Beauty,78.5,78.39,49.0,267.0,1865.0,Night,Tuesday,Winter,1,8.26,38,4591.16,120.82
PROD-01008,Sports,78.11,69.97,64.0,438.0,2246.0,Evening,Tuesday,Autumn,1,31.78,46,5323.58,115.73
PROD-01009,Books,13.4,12.04,37.0,459.0,4920.0,Afternoon,Sunday,Winter,1,26.73,27,514.62,19.06
PROD-01010,Sports,282.83,292.35,88.0,386.0,2686.0,Evening,Friday,Winter,1,16.01,72,34462.08,478.64
PROD-01011,Fashion,30.9,28.71,55.0,100.0,3193.0,Afternoon,Sunday,Autumn,1,33.44,29,1769.58,61.02
PROD-01012,Books,20.76,18.72,39.0,21.0,3691.0,Afternoon,Friday,Winter,1,1.85,29,1106.64,38.16
PROD-01013,Fashion,52.15,58.88,7.0,449.0,1843.0,Afternoon,Thursday,Summer,1,31.28,5,351.5,70.3
PROD-01014,Fashion,121.45,104.8,21.0,471.0,4824.0,Evening,Thursday,Autumn,1,2.11,13,2212.6,170.2
PROD-01015,Sports,180.38,183.91,50.0,125.0,3390.0,Evening,Friday,Winter,1,13.69,25,8860.5,354.42
PROD-01016,Beauty,83.06,84.27,43.0,24.0,4248.0,Morning,Tuesday,Spring,0,1.89,27,4098.87,151.81
PROD-01017,Home & Kitchen,161.43,149.35,87.0,340.0,3758.0,Morning,Thursday,Summer,1,34.96,58,16095.0,277.5
PROD-01018,Home & Kitchen,45.06,44.42,79.0,294.0,3126.0,Night,Saturday,Spring,1,32.0,48,3899.52,81.24
PROD-01019,Electronics,814.39,713.66,20.0,444.0,202.0,Evening,Monday,Autumn,1,20.47,18,17576.82,976.49
PROD-01020,Electronics,573.72,611.8,61.0,288.0,2939.0,Night,Monday,Winter,1,7.62,41,40701.93,992.73
PROD-01021,Electronics,851.33,780.26,48.0,380.0,691.0,Afternoon,Tuesday,Spring,0,9.69,33,34403.49,1042.53
PROD-01022,Electronics,308.67,280.27,14.0,393.0,3035.0,Afternoon,Friday,Autumn,0,15.73,11,4273.28,388.48
PROD-01023,Beauty,11.93,11.27,68.0,5.0,3521.0,Afternoon,Tuesday,Summer,1,11.3,32,807.04,25.22
PROD-01024,Beauty,44.76,50.16,56.0,75.0,2748.0,Evening,Thursday,Winter,1,0.75,27,2513.97,93.11
PROD-01025,Books,30.11,32.79,13.0,390.0,1576.0,Night,Monday,Spring,0,22.97,10,373.8,37.38
PROD-01026,Electronics,594.07,673.72,49.0,90.0,343.0,Evening,Tuesday,Spring,1,21.47,36,37575.36,1043.76
PROD-01027,Electronics,1010.3,1056.36,74.0,103.0,3371.0,Afternoon,Monday,Spring,0,31.65,49,95881.73,1956.77
PROD-01028,Fashion,106.9,112.13,36.0,376.0,3506.0,Night,Saturday,Summer,1,16.69,29,5095.59,175.71
PROD-01029,Sports,223.92,222.57,38.0,103.0,2415.0,Evening,Thursday,Summer,1,12.06,28,11026.12,393.79
PROD-01030,Home & Kitchen,308.95,346.51,15.0,75.0,3595.0,Afternoon,Tuesday,Winter,1,17.9,10,5843.3,584.33
PROD-01031,Home & Kitchen,40.26,40.39,24.0,7.0,3906.0,Morning,Thursday,Summer,1,6.81,14,1055.88,75.42
PROD-01032,Fashion,138.48,132.46,98.0,235.0,2586.0,Evening,Sunday,Spring,1,21.89,48,13133.28,273.61
PROD-01033,Books,23.97,24.97,63.0,318.0,285.0,Evening,Saturday,Autumn,1,26.95,49,1797.32,36.68
PROD-01034,Fashion,116.89,118.51,21.0,366.0,4358.0,Night,Sunday,Spring,1,5.37,14,2633.54,188.11
PROD-01035,Electronics,300.29,266.42,50.0,452.0,2360.0,Morning,Wednesday,Summer,1,11.14,36,14721.48,408.93
PROD-01036,Books,48.06,46.51,23.0,325.0,3378.0,Morning,Wednesday,Autumn,0,30.37,21,1417.92,67.52
PROD-01037,Beauty,141.94,133.99,47.0,378.0,4559.0,Night,Wednesday,Summer,1,17.69,30,6564.6,218.82
PROD-01038,Electronics,222.27,245.4,18.0,106.0,1845.0,Evening,Wednesday,Autumn,1,18.61,10,3577.0,357.7
PROD-01039,Home & Kitchen,312.65,301.28,63.0,170.0,3128.0,Morning,Sunday,Summer,1,25.28,47,28096.6,597.8
PROD-01040,Books,47.01,51.55,59.0,152.0,147.0,Morning,Monday,Winter,1,20.23,37,2991.82,80.86
PROD-01041,Books,20.66,20.31,65.0,33.0,4430.0,Afternoon,Saturday,Summer,1,2.44,34,1517.76,44.64
PROD-01042,Beauty,120.26,129.4,47.0,484.0,342.0,Evening,Sunday,Winter,1,28.14,32,4880.64,152.52
PROD-01043,Home & Kitchen,327.21,291.41,32.0,121.0,2728.0,Morning,Saturday,Autumn,1,32.3,22,11605.44,527.52
PROD-01044,Home & Kitchen,466.71,526.16,28.0,224.0,1791.0,Afternoon,Friday,Autumn,0,1.86,24,17726.4,738.6
PROD-01045,Books,58.96,58.61,25.0,179.0,227.0,Evening,Saturday,Spring,1,4.24,20,1825.6,91.28
PROD-01046,Electronics,242.35,224.88,45.0,23.0,2337.0,Night,Monday,Spring,0,24.57,31,12446.81,401.51
PROD-01047,Fashion,122.34,112.85,47.0,451.0,4681.0,Afternoon,Saturday,Autumn,1,21.16,32,6066.24,189.57
PROD-01048,Sports,230.12,213.9,68.0,110.0,876.0,Afternoon,Thursday,Summer,1,13.39,44,17494.4,397.6
PROD-01049,Books,13.07,12.55,9.0,51.0,1496.0,Afternoon,Sunday,Summer,1,18.87,7,144.76,20.68
PROD-01050,Electronics,536.29,571.28,31.0,171.0,987.0,Morning,Monday,Winter,1,24.62,19,17378.54,914.66
PROD-01051,Sports,395.37,448.7,85.0,72.0,668.0,Morning,Sunday,Summer,1,17.66,44,34440.56,782.74
PROD-01052,Home & Kitchen,37.63,39.54,91.0,499.0,1189.0,Night,Friday,Summer,1,4.91,72,4200.48,58.34
PROD-01053,Sports,194.69,197.45,93.0,95.0,2880.0,Morning,Monday,Autumn,0,3.13,65,24971.7,384.18
PROD-01054,Beauty,127.97,126.0,34.0,152.0,3913.0,Night,Thursday,Winter,1,15.36,26,6003.14,230.89
PROD-01055,Electronics,523.9,575.48,18.0,136.0,3467.0,Morning,Monday,Winter,1,32.3,13,12831.13,987.01
PROD-01056,Beauty,77.17,85.27,23.0,14.0,3867.0,Evening,Monday,Autumn,1,19.52,14,2194.64,156.76
PROD-01057,Home & Kitchen,489.68,459.28,17.0,7.0,3592.0,Night,Thursday,Spring,0,12.54,13,10632.31,817.87
PROD-01058,Books,31.12,35.35,95.0,256.0,1945.0,Evening,Saturday,Spring,1,31.8,66,4157.34,62.99
PROD-01059,Home & Kitchen,91.53,88.65,88.0,117.0,4506.0,Evening,Monday,Autumn,1,13.6,38,7761.5,204.25
PROD-01060,Fashion,31.9,34.77,82.0,42.0,903.0,Afternoon,Tuesday,Autumn,0,17.82,49,3011.05,61.45
PROD-01061,Books,57.0,64.98,74.0,146.0,3513.0,Evening,Wednesday,Spring,1,4.08,41,4398.07,107.27
PROD-01062,Books,19.62,20.82,37.0,137.0,598.0,Evening,Thursday,Autumn,1,25.81,31,1012.77,32.67
PROD-01063,Electronics,704.06,632.58,50.0,212.0,3839.0,Afternoon,Monday,Winter,1,24.51,40,49003.2,1225.08
PROD-01064,Books,9.99,10.25,84.0,496.0,481.0,Morning,Friday,Spring,0,27.8,76,988.0,13.0
PROD-01065,Books,28.3,25.06,82.0,154.0,1120.0,Night,Thursday,Winter,1,11.38,51,2514.3,49.3
PROD-01066,Home & Kitchen,467.15,507.67,54.0,352.0,1986.0,Morning,Sunday,Summer,1,15.26,45,34105.95,757.91
PROD-01067,Beauty,80.34,75.07,84.0,384.0,3487.0,Night,Wednesday,Summer,1,5.89,47,6466.26,137.58
PROD-01068,Sports,389.18,411.97,37.0,26.0,275.0,Night,Thursday,Autumn,0,33.76,23,14196.29,617.23
PROD-01069,Home & Kitchen,151.65,170.31,44.0,251.0,1323.0,Morning,Monday,Spring,0,3.01,33,8034.18,243.46
PROD-01070,Electronics,704.55,637.12,84.0,224.0,1701.0,Evening,Sunday,Spring,1,22.72,63,77466.06,1229.62
PROD-01071,Books,52.27,50.59,40.0,254.0,3668.0,Evening,Saturday,Winter,1,24.68,32,2865.6,89.55
PROD-01072,Fashion,123.1,128.53,76.0,86.0,4809.0,Morning,Wednesday,Summer,1,5.52,36,10066.32,279.62
PROD-01073,Books,20.37,19.88,48.0,233.0,3090.0,Night,Thursday,Spring,0,12.79,33,1101.54,33.38
PROD-01074,Sports,345.8,312.07,33.0,62.0,2562.0,Morning,Sunday,Autumn,1,1.51,22,13485.78,612.99
PROD-01075,Home & Kitchen,213.25,183.12,25.0,472.0,1714.0,Morning,Wednesday,Spring,0,19.48,18,4242.42,235.69
PROD-01076,Electronics,730.72,710.25,62.0,293.0,4122.0,Night,Tuesday,Winter,1,34.82,46,61452.32,1335.92
PROD-01077,Books,58.71,61.34,50.0,18.0,580.0,Evening,Tuesday,Spring,1,15.05,31,3312.04,106.84
PROD-01078,Electronics,386.48,395.06,40.0,253.0,689.0,Morning,Friday,Autumn,0,34.65,27,15481.53,573.39
PROD-01079,Home & Kitchen,171.66,153.96,75.0,463.0,1045.0,Morning,Tuesday,Summer,1,4.42,56,13498.24,241.04
PROD-01080,Beauty,14.35,14.14,5.0,371.0,1376.0,Afternoon,Monday,Winter,1,13.74,4,72.24,18.06
PROD-01081,Beauty,64.86,62.32,13.0,137.0,2334.0,Morning,Tuesday,Autumn,0,31.57,11,1120.46,101.86
PROD-01082,Beauty,38.03,35.45,96.0,446.0,4735.0,Morning,Sunday,Winter,1,30.68,61,3768.58,61.78
PROD-01083,Beauty,105.2,112.44,68.0,93.0,3269.0,Evening,Sunday,Spring,1,11.33,33,7339.53,222.41
PROD-01084,Sports,93.0,87.69,57.0,124.0,1948.0,Morning,Sunday,Summer,1,23.75,46,7345.74,159.69
PROD-01085,Fashion,175.21,177.32,6.0,78.0,1097.0,Afternoon,Tuesday,Winter,1,31.02,4,1155.48,288.87
PROD-01086,Beauty,46.89,52.84,61.0,461.0,3259.0,Afternoon,Thursday,Spring,0,26.84,43,3065.04,71.28
PROD-01087,Books,24.54,24.83,46.0,358.0,1303.0,Night,Thursday,Winter,1,22.0,31,1088.72,35.12
PROD-01088,Beauty,58.84,60.91,61.0,259.0,4881.0,Night,Thursday,Winter,1,5.34,46,5180.06,112.61
PROD-01089,Sports,293.78,256.17,8.0,334.0,2414.0,Night,Monday,Autumn,0,2.56,7,2448.67,349.81
PROD-01090,Electronics,666.51,602.15,57.0,130.0,2776.0,Afternoon,Friday,Spring,0,21.51,36,39104.28,1086.23
PROD-01091,Sports,160.49,141.27,59.0,36.0,4522.0,Evening,Monday,Winter,1,17.51,30,9578.1,319.27
PROD-01092,Home & Kitchen,430.73,464.95,32.0,423.0,1561.0,Evening,Tuesday,Winter,1,8.33,22,13046.22,593.01
PROD-01093,Beauty,90.07,99.15,10.0,482.0,2385.0,Night,Wednesday,Summer,1,10.25,7,843.22,120.46
PROD-01094,Home & Kitchen,130.5,118.23,97.0,18.0,2683.0,Evening,Friday,Autumn,1,13.72,46,12681.74,275.69
PROD-01095,Fashion,227.02,207.9,72.0,26.0,1391.0,Night,Sunday,Spring,1,17.34,42,17164.98,408.69
PROD-01096,Electronics,542.65,513.87,64.0,280.0,320.0,Evening,Friday,Summer,1,13.66,42,32429.04,772.12
PROD-01097,Beauty,15.46,15.88,77.0,22.0,1454.0,Night,Thursday,Spring,0,13.56,47,1356.89,28.87
PROD-01098,Books,32.2,33.38,68.0,361.0,606.0,Evening,Thursday,Autumn,1,4.05,50,2480.0,49.6
PROD-01099,Electronics,323.94,342.09,17.0,472.0,3394.0,Evening,Thursday,Autumn,1,30.3,13,6005.35,461.95
PROD-01100,Home & Kitchen,142.08,159.35,48.0,140.0,85.0,Evening,Tuesday,Autumn,1,21.32,37,9059.08,244.84
PROD-01101,Home & Kitchen,381.14,357.71,89.0,147.0,1616.0,Afternoon,Sunday,Autumn,1,5.11,50,36685.0,733.7
PROD-01102,Home & Kitchen,91.45,95.81,32.0,431.0,4426.0,Evening,Sunday,Winter,1,14.84,27,3971.7,147.1
PROD-01103,Beauty,122.97,125.18,97.0,178.0,2864.0,Afternoon,Tuesday,Spring,0,14.59,67,16669.6,248.8
PROD-01104,Electronics,1136.91,1070.68,11.0,120.0,3372.0,Evening,Monday,Spring,1,21.02,9,18459.81,2051.09
PROD-01105,Fashion,159.5,179.0,36.0,43.0,3359.0,Afternoon,Tuesday,Spring,0,21.31,21,5949.72,283.32
PROD-01106,Fashion,183.38,161.13,38.0,420.0,1526.0,Night,Friday,Winter,1,22.58,29,6429.01,221.69
PROD-01107,Fashion,184.12,195.84,63.0,463.0,3179.0,Evening,Monday,Spring,1,24.43,48,13969.92,291.04
PROD-01108,Beauty,148.99,159.18,21.0,40.0,1144.0,Evening,Monday,Spring,1,3.62,12,3116.52,259.71
PROD-01109,Beauty,57.82,65.02,26.0,401.0,3195.0,Morning,Friday,Spring,0,10.67,17,1405.56,82.68
PROD-01110,Electronics,362.86,364.88,67.0,80.0,3431.0,Night,Tuesday,Winter,1,0.61,32,24137.92,754.31
PROD-01111,Sports,219.69,207.93,32.0,70.0,4386.0,Night,Monday,Autumn,0,15.91,23,8760.7,380.9
PROD-01112,Fashion,142.65,156.67,88.0,191.0,4601.0,Morning,Monday,Winter,1,15.03,55,16879.5,306.9
PROD-01113,Fashion,60.92,65.87,87.0,218.0,168.0,Afternoon,Friday,Spring,0,25.7,57,5539.83,97.19
PROD-01114,Fashion,161.02,161.03,33.0,427.0,1530.0,Evening,Wednesday,Summer,1,5.85,31,6709.95,216.45
PROD-01115,Fashion,23.25,25.12,58.0,350.0,2758.0,Night,Tuesday,Autumn,0,22.1,47,1743.7,37.1
PROD-01116,Home & Kitchen,466.0,433.55,36.0,73.0,1641.0,Evening,Friday,Spring,1,10.73,21,16168.32,769.92
PROD-01117,Beauty,47.04,48.3,37.0,292.0,3111.0,Afternoon,Tuesday,Winter,1,13.37,25,1910.75,76.43
PROD-01118,Sports,39.84,44.2,68.0,437.0,4278.0,Afternoon,Thursday,Winter,1,25.18,37,2621.82,70.86
PROD-01119,Books,10.95,10.36,32.0,331.0,1327.0,Night,Thursday,Spring,0,2.5,30,421.5,14.05
PROD-01120,Home & Kitchen,142.92,142.21,19.0,115.0,4472.0,Night,Friday,Winter,1,12.0,13,3499.6,269.2
PROD-01121,Electronics,473.91,538.03,29.0,65.0,4415.0,Night,Friday,Summer,1,13.7,19,18059.31,950.49
PROD-01122,Electronics,232.81,253.64,93.0,226.0,4574.0,Afternoon,Friday,Summer,1,25.05,57,27709.98,486.14
PROD-01123,Fashion,84.25,94.03,29.0,236.0,414.0,Afternoon,Tuesday,Winter,1,6.97,19,2480.64,130.56
PROD-01124,Fashion,64.38,62.16,39.0,177.0,1501.0,Morning,Monday,Autumn,0,33.16,34,3290.18,96.77
PROD-01125,Beauty,63.01,72.39,64.0,55.0,664.0,Night,Thursday,Spring,0,34.92,51,5616.63,110.13
PROD-01126,Beauty,63.92,57.26,14.0,59.0,645.0,Night,Monday,Winter,1,28.66,11,1089.66,99.06
PROD-01127,Beauty,57.46,57.78,30.0,264.0,313.0,Morning,Thursday,Autumn,0,10.49,23,1845.06,80.22
PROD-01128,Sports,147.97,147.05,21.0,472.0,2227.0,Morning,Friday,Spring,0,23.24,15,2622.15,174.81
PROD-01129,Sports,58.65,63.9,92.0,299.0,481.0,Evening,Saturday,Autumn,1,2.91,50,5243.0,104.86
PROD-01130,Sports,34.45,38.68,93.0,219.0,1514.0,Afternoon,Friday,Autumn,0,30.49,56,3203.76,57.21
PROD-01131,Home & Kitchen,124.99,133.66,76.0,465.0,4907.0,Afternoon,Sunday,Summer,1,18.06,52,11786.84,226.67
PROD-01132,Books,46.62,48.39,28.0,345.0,4425.0,Afternoon,Thursday,Summer,1,6.18,23,1710.51,74.37
PROD-01133,Books,59.49,58.2,63.0,359.0,4688.0,Evening,Thursday,Winter,1,11.46,49,5235.16,106.84
PROD-01134,Books,56.07,56.24,67.0,288.0,231.0,Night,Tuesday,Spring,0,28.03,46,3564.54,77.49
PROD-01135,Sports,214.08,214.68,87.0,381.0,3321.0,Night,Friday,Autumn,0,30.46,57,19637.64,344.52
PROD-01136,Electronics,731.82,626.52,19.0,251.0,3187.0,Afternoon,Saturday,Winter,1,18.19,12,12620.64,1051.72
PROD-01137,Books,22.3,22.32,74.0,311.0,707.0,Night,Wednesday,Winter,1,16.81,65,2266.55,34.87
PROD-01138,Home & Kitchen,393.75,435.8,23.0,308.0,4535.0,Evening,Monday,Summer,1,26.28,17,12153.13,714.89
PROD-01139,Books,47.06,50.02,59.0,376.0,2051.0,Morning,Monday,Summer,1,28.92,42,3130.26,74.53
PROD-01140,Sports,341.6,371.91,88.0,449.0,4884.0,Night,Friday,Winter,1,26.77,55,36882.45,670.59
PROD-01141,Beauty,135.37,130.92,10.0,147.0,614.0,Afternoon,Friday,Summer,1,13.45,8,1548.0,193.5
PROD-01142,Home & Kitchen,234.14,236.18,19.0,349.0,3268.0,Evening,Monday,Autumn,1,22.47,13,4754.23,365.71
PROD-01143,Beauty,117.36,100.94,82.0,16.0,697.0,Evening,Monday,Autumn,1,30.01,49,9827.93,200.57
PROD-01144,Beauty,122.9,118.58,6.0,266.0,4752.0,Night,Friday,Autumn,0,5.31,4,716.16,179.04
PROD-01145,Fashion,90.95,90.25,70.0,449.0,3057.0,Night,Wednesday,Autumn,0,13.58,49,6341.58,129.42
PROD-01146,Home & Kitchen,466.74,432.47,52.0,322.0,424.0,Night,Wednesday,Summer,1,1.98,40,27402.4,685.06
PROD-01147,Sports,60.38,51.89,37.0,134.0,1113.0,Evening,Tuesday,Summer,1,14.31,25,2310.75,92.43
PROD-01148,Books,59.68,63.09,86.0,303.0,1828.0,Afternoon,Saturday,Summer,1,27.03,66,6518.82,98.77
PROD-01149,Books,47.35,46.43,85.0,179.0,113.0,Afternoon,Saturday,Autumn,1,6.9,62,4785.16,77.18
PROD-01150,Beauty,23.06,22.47,35.0,217.0,93.0,Night,Monday,Winter,1,18.97,28,908.88,32.46
PROD-01151,Home & Kitchen,338.43,313.04,5.0,114.0,4631.0,Morning,Monday,Autumn,0,1.28,4,2191.4,547.85
PROD-01152,Sports,37.82,38.25,17.0,312.0,4906.0,Evening,Thursday,Autumn,1,31.42,11,696.74,63.34
PROD-01153,Home & Kitchen,391.99,384.7,15.0,99.0,2704.0,Evening,Friday,Summer,1,28.7,11,7163.53,651.23
PROD-01154,Beauty,121.89,120.94,98.0,222.0,4518.0,Morning,Tuesday,Winter,1,18.35,46,11504.14,250.09
PROD-01155,Fashion,158.55,162.4,61.0,469.0,3293.0,Evening,Tuesday,Summer,1,24.7,49,12248.53,249.97
PROD-01156,Sports,346.32,295.03,69.0,379.0,188.0,Afternoon,Friday,Summer,1,3.64,56,25038.16,447.11
PROD-01157,Electronics,297.88,334.32,26.0,207.0,3586.0,Afternoon,Thursday,Spring,0,29.58,16,8045.76,502.86
PROD-01158,Beauty,48.63,42.37,85.0,484.0,139.0,Evening,Monday,Summer,1,25.03,55,3498.0,63.6
PROD-01159,Home & Kitchen,224.66,221.36,73.0,7.0,4091.0,Morning,Friday,Autumn,0,4.2,47,21283.48,452.84
PROD-01160,Home & Kitchen,49.96,45.57,76.0,479.0,1866.0,Morning,Monday,Spring,0,34.32,65,4288.7,65.98
PROD-01161,Sports,193.08,194.46,49.0,176.0,749.0,Afternoon,Tuesday,Spring,0,0.79,39,11357.97,291.23
PROD-01162,Home & Kitchen,154.65,144.45,71.0,410.0,1329.0,Evening,Friday,Winter,1,22.0,53,12047.96,227.32
PROD-01163,Beauty,64.98,72.0,56.0,473.0,3432.0,Morning,Tuesday,Winter,1,6.01,44,4367.88,99.27
PROD-01164,Sports,184.41,178.68,41.0,301.0,4242.0,Afternoon,Monday,Summer,1,25.17,29,9137.32,315.08
PROD-01165,Sports,354.78,369.55,61.0,305.0,2875.0,Afternoon,Sunday,Summer,1,2.46,36,22702.68,630.63
PROD-01166,Electronics,470.34,434.91,35.0,374.0,844.0,Evening,Tuesday,Autumn,1,2.84,28,17518.76,625.67
PROD-01167,Electronics,1093.74,936.05,95.0,120.0,4505.0,Afternoon,Thursday,Winter,1,16.32,55,126001.7,2290.94
PROD-01168,Home & Kitchen,230.21,223.59,73.0,89.0,3963.0,Morning,Saturday,Summer,1,34.79,48,22752.48,474.01
PROD-01169,Beauty,55.89,56.5,75.0,172.0,2078.0,Evening,Sunday,Spring,1,9.68,46,4893.48,106.38
PROD-01170,Beauty,80.35,79.38,73.0,240.0,2794.0,Night,Saturday,Summer,1,21.44,47,6816.88,145.04
PROD-01171,Sports,181.65,206.83,47.0,371.0,4821.0,Evening,Wednesday,Summer,1,18.15,38,12024.34,316.43
PROD-01172,Sports,121.51,129.05,95.0,129.0,1918.0,Afternoon,Saturday,Autumn,1,29.47,63,15950.34,253.18
PROD-01173,Home & Kitchen,266.26,305.85,24.0,282.0,177.0,Afternoon,Monday,Spring,0,10.1,17,5873.67,345.51
PROD-01174,Fashion,54.91,51.54,59.0,2.0,771.0,Morning,Wednesday,Autumn,0,19.42,48,4404.48,91.76
PROD-01175,Electronics,551.93,599.79,11.0,16.0,3021.0,Morning,Tuesday,Spring,0,33.27,6,5633.34,938.89
PROD-01176,Home & Kitchen,295.92,300.85,32.0,483.0,4988.0,Afternoon,Thursday,Winter,1,11.64,27,11914.29,441.27
PROD-01177,Fashion,115.08,118.94,59.0,425.0,3712.0,Evening,Sunday,Autumn,1,15.38,37,6951.93,187.89
PROD-01178,Fashion,209.5,240.04,51.0,432.0,3109.0,Afternoon,Saturday,Spring,1,31.11,36,12014.64,333.74
PROD-01179,Fashion,79.05,82.7,94.0,165.0,1648.0,Night,Sunday,Winter,1,11.64,68,10610.72,156.04
PROD-01180,Electronics,1169.77,1309.73,63.0,257.0,2224.0,Evening,Monday,Autumn,1,13.32,35,74077.85,2116.51
PROD-01181,Sports,319.27,340.89,44.0,337.0,239.0,Morning,Saturday,Autumn,1,10.64,39,17669.73,453.07
PROD-01182,Beauty,145.46,129.2,45.0,127.0,1887.0,Evening,Saturday,Spring,1,28.33,31,7712.8,248.8
PROD-01183,Books,51.1,54.15,63.0,372.0,3136.0,Evening,Thursday,Spring,1,32.56,37,3208.27,86.71
PROD-01184,Home & Kitchen,96.79,96.33,80.0,346.0,4533.0,Morning,Monday,Winter,1,22.09,60,10892.4,181.54
PROD-01185,Home & Kitchen,277.44,312.29,31.0,204.0,4615.0,Afternoon,Monday,Summer,1,21.83,19,10494.65,552.35
PROD-01186,Fashion,59.1,64.53,60.0,217.0,4114.0,Night,Sunday,Autumn,1,13.65,40,4855.2,121.38
PROD-01187,Electronics,1018.23,897.3,59.0,154.0,156.0,Afternoon,Wednesday,Winter,1,0.44,49,78098.16,1593.84
PROD-01188,Sports,244.06,217.26,5.0,401.0,4065.0,Afternoon,Friday,Summer,1,6.09,3,976.05,325.35
PROD-01189,Sports,123.79,107.81,91.0,493.0,1132.0,Morning,Sunday,Summer,1,5.16,67,10847.97,161.91
PROD-01190,Electronics,1129.6,1127.31,59.0,499.0,3100.0,Morning,Thursday,Winter,1,4.06,42,70072.38,1668.39
PROD-01191,Home & Kitchen,84.14,73.56,27.0,385.0,4734.0,Afternoon,Tuesday,Spring,0,22.89,21,2496.69,118.89
PROD-01192,Fashion,149.69,159.73,65.0,175.0,4445.0,Night,Thursday,Summer,1,4.77,31,9633.87,310.77
PROD-01193,Fashion,185.84,188.76,69.0,390.0,3338.0,Night,Tuesday,Winter,1,3.0,50,13897.0,277.94
PROD-01194,Books,8.24,9.07,91.0,122.0,1531.0,Evening,Tuesday,Spring,1,13.39,59,1009.49,17.11
PROD-01195,Sports,249.2,232.73,8.0,448.0,2628.0,Night,Saturday,Summer,1,8.72,6,1936.92,322.82
PROD-01196,Sports,330.96,332.86,44.0,134.0,3533.0,Evening,Wednesday,Summer,1,5.11,31,18962.39,611.69
PROD-01197,Books,8.71,7.71,22.0,202.0,2595.0,Evening,Friday,Spring,1,5.11,16,217.92,13.62
PROD-01198,Beauty,81.71,91.14,59.0,47.0,2052.0,Afternoon,Saturday,Spring,1,8.97,28,4707.92,168.14
PROD-01199,Books,19.22,17.35,52.0,41.0,2044.0,Morning,Thursday,Summer,1,18.79,31,1044.39,33.69
PROD-01200,Sports,273.6,240.96,50.0,197.0,3019.0,Afternoon,Thursday,Winter,1,26.53,29,13756.15,474.35
PROD-01201,Beauty,26.61,24.26,98.0,275.0,227.0,Night,Tuesday,Spring,0,29.85,79,2985.41,37.79
PROD-01202,Home & Kitchen,470.41,513.63,55.0,9.0,4990.0,Evening,Thursday,Autumn,1,26.3,24,25812.24,1075.51
